mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz,risk_segmenti,viloyat_kredit_orni,churn_xavfi,ketib_qolish_xavfi,mijoz_qiymat_indeksi,mijoz_toifasi
UZB102757,Sultonova Rayhon,Ayol,1991-09-24,34,25-34,Toshkent shahri,Sergeli,998939000000.0,rayhon.sulton75@umail.uz,2022-04-30,52,Uzoq muddatli (3+ yil),Asaka bank,Filial-012,Retail,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,12898982,Yuqori (7-15 mln),539,O‘rta (500-649),2864304,Ha,4425655,Ipoteка,21.8,60.0,0.6,Ha,5936073,2,Mikroqarz,UnionPay,8,3103351,Faol,Yo‘q,Ha,23.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),379,Faol / Sodiq,Faol / Sodiq,1495180.4200000002,Platina (Tier 1)
UZB100565,Saidov Ibrohim,Erkak,1991-05-09,35,35-44,Toshkent shahri,Yunusobod,998334000000.0,ibrohim.saidov36@yandex.ru,2021-02-13,67,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-073,Retail,Oliy,O‘zini o‘zi band qilgan,Beva,10732064,Yuqori (7-15 mln),598,O‘rta (500-649),4439671,Ha,4224417,Ipoteка,23.5,12.0,3.3,Yo‘q,0,2,Overdraft,Visa Gold,11,2905048,Faol,Ha,Ha,8.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),380,Faol / Sodiq,Faol / Sodiq,1353290.9100000001,Platina (Tier 1)
UZB103667,Boboyev Kamol,Erkak,1992-09-26,33,25-34,Toshkent shahri,Shayxontohur,998975000000.0,kamol.boboye24@mail.ru,2019-02-19,91,Uzoq muddatli (3+ yil),Aloqabank,Filial-019,SME,O‘rta,Savdo,Uylangan/Turmushga chiqqan,4646267,O‘rta (3-7 mln),782,A’lo (750+),3972726,Ha,4221568,Biznes krediti,26.2,36.0,2.5,Yo‘q,0,1,Mikroqarz,Mastercard Standard,7,1393959,O‘rtacha,Ha,Ha,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),381,Faol / Sodiq,Faol / Sodiq,691142.18,Oltin (Tier 2)
UZB103244,Hasanova Lola,Ayol,1984-04-11,42,35-44,Toshkent shahri,Yakkasaroy,998974000000.0,lola.hasano78@inbox.uz,2025-11-26,9,Yangi (<1 yil),Orient Finans bank,Filial-020,Retail,O‘rta,Davlat xizmati,Bo‘ydoq,14096607,Yuqori (7-15 mln),601,O‘rta (500-649),7023596,Ha,4213182,Biznes krediti,22.5,24.0,1.2,Yo‘q,0,4,Iste’mol krediti,UnionPay,18,1050876,Faol,Ha,Ha,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),382,Faol / Sodiq,Faol / Sodiq,1781858.0200000003,Platina (Tier 1)
UZB102890,Rahimova Laylo,Ayol,2000-08-03,26,25-34,Toshkent shahri,Shayxontohur,998905000000.0,laylo.rahimo89@yandex.ru,2023-04-17,40,Uzoq muddatli (3+ yil),Hamkorbank,Filial-049,Retail,O‘rta,Bank/Moliya,Beva,7684623,Yuqori (7-15 mln),627,O‘rta (500-649),861236,Ha,4180023,Overdraft,23.4,6.0,9.1,Yo‘q,0,2,Muddatli depozit,Visa Classic,4,1338970,O‘rtacha,Ha,Ha,12.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),383,Faol / Sodiq,Faol / Sodiq,838303.5000000001,Oltin (Tier 2)
UZB100430,Mamatov Aziz,Erkak,1994-07-10,32,25-34,Toshkent shahri,Chilonzor,998947000000.0,aziz.mamato78@gmail.com,2022-03-14,54,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-034,VIP,Oliy,Davlat xizmati,Ajrashgan,1972125,Past (< 3 mln),682,Yaxshi (650-749),4685143,Ha,4167235,Iste’mol krediti,23.3,48.0,4.4,Yo‘q,0,2,Mikroqarz,Visa Classic,11,8580509,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Kutilmoqda,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),384,Faol / Sodiq,Faol / Sodiq,603079.8300000001,Oddiy (Tier 3)
UZB100268,Rahimova Oydin,Ayol,2002-10-26,23,18-24,Toshkent shahri,Olmazor,998998000000.0,oydin.rahimo46@mail.ru,2023-07-05,38,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-054,Retail,O‘rta,Bank/Moliya,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),573,O‘rta (500-649),7812533,Ha,4158688,Avtokredit,31.1,36.0,7.7,Yo‘q,0,3,Omonat,UnionPay,13,18654988,Faol,Yo‘q,Ha,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),385,Faol / Sodiq,Faol / Sodiq,913726.41,Oltin (Tier 2)
UZB103706,Yusupov Erkin,Erkak,1992-01-26,34,25-34,Toshkent shahri,Mirzo Ulug‘bek,998939000000.0,erkin.yusupo22@umail.uz,2019-12-13,81,Uzoq muddatli (3+ yil),InFinBank,Filial-053,Retail,O‘rta maxsus,Qurilish,Uylangan/Turmushga chiqqan,6749792,O‘rta (3-7 mln),647,O‘rta (500-649),15603065,Ha,3937036,Overdraft,18.9,18.0,3.2,Yo‘q,0,5,Iste’mol krediti,Humo,15,3957020,Faol,Ha,Ha,13.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),386,Faol / Sodiq,Faol / Sodiq,1534272.85,Platina (Tier 1)
UZB101443,Rahimov Kamol,Erkak,1983-08-22,43,35-44,Toshkent shahri,Chilonzor,999000000000.0,kamol.rahimo26@inbox.uz,2022-11-20,45,Uzoq muddatli (3+ yil),Anorbank,Filial-048,Retail,O‘rta maxsus,Savdo,Uylangan/Turmushga chiqqan,14842453,Yuqori (7-15 mln),666,Yaxshi (650-749),5445121,Ha,3889765,Overdraft,28.9,24.0,1.1,Ha,4147902,1,Avtokredit,Uzcard,24,4742419,Juda faol,Yo‘q,Ha,43.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),387,Faol / Sodiq,Faol / Sodiq,1851349.73,Platina (Tier 1)
UZB101301,Valiyev Xurshid,Erkak,1995-12-19,30,25-34,Toshkent shahri,Mirzo Ulug‘bek,998992000000.0,xurshid.valiye50@inbox.uz,2019-10-08,83,Uzoq muddatli (3+ yil),Trastbank,Filial-050,SME,O‘rta,Transport,Bo‘ydoq,7089321,Yuqori (7-15 mln),642,O‘rta (500-649),1316908,Ha,3556905,Ipoteка,29.8,18.0,2.8,Ha,5894958,2,Muddatli depozit,Mastercard Standard,7,2722774,O‘rtacha,Ha,Yo‘q,9.0,Raqamli,Yuqori,Qisman,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),388,Faol / Sodiq,Faol / Sodiq,829232.9800000001,Oltin (Tier 2)
UZB101021,Nazarov Otabek,Erkak,1975-11-02,50,45-54,Toshkent shahri,Yakkasaroy,998918000000.0,otabek.nazaro78@mail.ru,2024-09-28,23,O‘rta (1-3 yil),Turonbank,Filial-073,Retail,O‘rta,Xizmat ko‘rsatish,Bo‘ydoq,8076608,Yuqori (7-15 mln),717,Yaxshi (650-749),2489461,Ha,3166281,Kredit kartasi,23.0,12.0,3.3,Ha,460451,4,Muddatli depozit,UnionPay,8,1253581,Faol,Yo‘q,Ha,15.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),389,Faol / Sodiq,Faol / Sodiq,957205.4700000001,Oltin (Tier 2)
UZB102295,Normatova Oydin,Ayol,1975-02-05,51,45-54,Toshkent shahri,Chilonzor,998959000000.0,oydin.normat78@mail.ru,2021-10-29,58,Uzoq muddatli (3+ yil),Trastbank,Filial-060,Corporate,Magistr,Xizmat ko‘rsatish,Bo‘ydoq,10031793,Yuqori (7-15 mln),483,Yomon (<500),2426000,Ha,2990417,Kredit kartasi,23.5,18.0,1.7,Yo‘q,0,5,Ipoteка,Visa Gold,8,888682,Faol,Yo‘q,Ha,13.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),390,Faol / Sodiq,Faol / Sodiq,1142252.94,Platina (Tier 1)
UZB103335,Normatova Gulnora,Ayol,1994-06-25,32,25-34,Toshkent shahri,Shayxontohur,998996000000.0,gulnora.normat27@mail.ru,2022-10-01,47,Uzoq muddatli (3+ yil),InFinBank,Filial-011,SME,O‘rta,Ishlab chiqarish,Uylangan/Turmushga chiqqan,10529186,Yuqori (7-15 mln),669,Yaxshi (650-749),2896628,Ha,2867115,Biznes krediti,23.4,6.0,4.5,Ha,15056858,1,Overdraft,Uzcard,9,2797956,Faol,Ha,Yo‘q,3.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),391,Faol / Sodiq,Faol / Sodiq,1253709.12,Platina (Tier 1)
UZB102063,Tursunov Eldor,Erkak,1988-12-11,37,35-44,Toshkent shahri,Yakkasaroy,998333000000.0,eldor.tursun95@inbox.uz,2026-03-24,5,Yangi (<1 yil),Kapitalbank,Filial-030,Retail,Oliy,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,10617926,Yuqori (7-15 mln),594,O‘rta (500-649),731264,Ha,2759237,Iste’mol krediti,28.2,18.0,1.4,Yo‘q,0,1,Avtokredit,Mastercard Standard,8,6252355,Faol,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),392,Faol / Sodiq,Faol / Sodiq,1223402.9000000001,Platina (Tier 1)
UZB102873,Xolmatova Oydin,Ayol,1979-01-08,47,45-54,Toshkent shahri,Yakkasaroy,998902000000.0,oydin.xolmat66@mail.ru,2022-05-13,52,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-015,Mass,Oliy,Bank/Moliya,Bo‘ydoq,3323487,O‘rta (3-7 mln),701,Yaxshi (650-749),2368190,Ha,2664382,Ipoteка,29.2,48.0,1.7,Yo‘q,0,3,Ipoteка,UnionPay,9,2329846,Faol,Ha,Yo‘q,4.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),393,Faol / Sodiq,Faol / Sodiq,497355.12,Oddiy (Tier 3)
UZB103808,Mirzayeva Bahora,Ayol,1984-03-21,42,35-44,Toshkent shahri,Yunusobod,998931000000.0,bahora.mirzay27@yandex.ru,2022-04-06,53,Uzoq muddatli (3+ yil),Trastbank,Filial-054,Retail,Magistr,Transport,Bo‘ydoq,10179937,Yuqori (7-15 mln),667,Yaxshi (650-749),636310,Ha,2634924,Avtokredit,20.3,48.0,0.5,Yo‘q,0,1,Plastik karta,UnionPay,8,2492789,Faol,Ha,Yo‘q,5.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),394,Faol / Sodiq,Faol / Sodiq,1099664.9800000002,Platina (Tier 1)
UZB101573,Aliyeva Jasmina,Ayol,1963-05-07,63,55+,Toshkent shahri,Yakkasaroy,998904000000.0,jasmina.aliyev39@yandex.ru,2019-06-08,87,Uzoq muddatli (3+ yil),Tenge Bank,Filial-080,Retail,O‘rta,Bank/Moliya,Uylangan/Turmushga chiqqan,5060693,O‘rta (3-7 mln),354,Yomon (<500),11358019,Ha,2472327,Mikroqarz,25.8,6.0,8.1,Yo‘q,0,4,Avtokredit,Mastercard Standard,20,20945829,Juda faol,Yo‘q,Yo‘q,,An’anaviy,Past,Qisman,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),395,Faol / Sodiq,Faol / Sodiq,1492886.83,Platina (Tier 1)
UZB102711,Abdullayeva Oydin,Ayol,1986-04-28,40,35-44,Toshkent shahri,Mirzo Ulug‘bek,998915000000.0,oydin.abdull34@umail.uz,2025-04-21,16,O‘rta (1-3 yil),Kapitalbank,Filial-008,Retail,O‘rta maxsus,Xizmat ko‘rsatish,Bo‘ydoq,4402374,O‘rta (3-7 mln),654,Yaxshi (650-749),923918,Ha,2412310,Avtokredit,29.9,18.0,3.0,Yo‘q,0,3,Avtokredit,Mastercard Standard,15,6359704,Faol,Ha,Ha,2.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),396,Faol / Sodiq,Faol / Sodiq,613627.38,Oddiy (Tier 3)
UZB102932,Karimova Feruza,Ayol,2007-11-01,18,18-24,Toshkent shahri,Yunusobod,998914000000.0,feruza.karimo18@mail.ru,2023-02-24,42,Uzoq muddatli (3+ yil),Agrobank,Filial-016,Retail,O‘rta,Ishlab chiqarish,Uylangan/Turmushga chiqqan,1669882,Past (< 3 mln),454,Yomon (<500),1777225,Ha,2380061,Overdraft,26.0,24.0,5.9,Yo‘q,0,5,Ipoteка,Uzcard,8,1888794,Faol,Ha,Ha,4.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),397,Faol / Sodiq,Faol / Sodiq,293625.33,Oddiy (Tier 3)
UZB102324,Usmonov Lutfulla,Erkak,1990-10-19,35,35-44,Toshkent shahri,Chilonzor,998950000000.0,lutfulla.usmono43@umail.uz,2022-09-02,48,Uzoq muddatli (3+ yil),Kapitalbank,Filial-079,SME,O‘rta,IT/Texnologiya,Bo‘ydoq,5263083,O‘rta (3-7 mln),693,Yaxshi (650-749),8768555,Ha,2353398,Avtokredit,21.0,36.0,1.2,Yo‘q,0,1,Iste’mol krediti,Mastercard Standard,15,22127591,Faol,Ha,Ha,31.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),398,Faol / Sodiq,Faol / Sodiq,1407287.87,Platina (Tier 1)
UZB100744,Ergashev Temur,Erkak,1987-01-01,39,35-44,Toshkent shahri,Olmazor,998976000000.0,temur.ergash16@gmail.com,2018-12-27,93,Uzoq muddatli (3+ yil),Agrobank,Filial-043,SME,O‘rta maxsus,Davlat xizmati,Uylangan/Turmushga chiqqan,2311937,Past (< 3 mln),688,Yaxshi (650-749),725400,Ha,2136755,Overdraft,20.1,12.0,7.7,Yo‘q,0,2,Kredit kartasi,Humo,8,4011258,Faol,Ha,Ha,42.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),399,Faol / Sodiq,Faol / Sodiq,347688.86,Oddiy (Tier 3)
UZB102535,Aliyeva Iqbol,Ayol,1976-12-18,49,45-54,Toshkent shahri,Yakkasaroy,998939000000.0,iqbol.aliyev99@mail.ru,2018-11-26,94,Uzoq muddatli (3+ yil),Hamkorbank,Filial-035,Corporate,O‘rta,Energetika,Uylangan/Turmushga chiqqan,6424867,O‘rta (3-7 mln),646,O‘rta (500-649),679414,Ha,1996994,Avtokredit,25.1,36.0,0.9,Yo‘q,0,2,Kredit kartasi,Visa Classic,11,3061493,Faol,Ha,Yo‘q,1.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),400,Faol / Sodiq,Faol / Sodiq,737687.26,Oltin (Tier 2)
UZB100448,Saidov Zafar,Erkak,2008-02-18,18,18-24,Toshkent shahri,Yakkasaroy,998939000000.0,zafar.saidov68@yandex.ru,2020-07-19,74,Uzoq muddatli (3+ yil),Kapitalbank,Filial-021,Retail,Magistr,Transport,Uylangan/Turmushga chiqqan,3360448,O‘rta (3-7 mln),603,O‘rta (500-649),530945,Ha,1967828,Overdraft,20.1,48.0,1.2,Yo‘q,0,3,Muddatli depozit,Visa Gold,9,2233195,Faol,Ha,Ha,0.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),401,Faol / Sodiq,Faol / Sodiq,407255.95000000007,Oddiy (Tier 3)
UZB102223,Yusupova Zarina,Ayol,1979-12-22,46,45-54,Toshkent shahri,Sergeli,998995000000.0,zarina.yusupo90@mail.ru,2019-12-28,81,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-017,Retail,O‘rta maxsus,Ta’lim,Ajrashgan,5926112,O‘rta (3-7 mln),557,O‘rta (500-649),637735,Ha,1151781,Iste’mol krediti,29.7,24.0,0.8,Yo‘q,0,2,Overdraft,Mastercard Gold,7,1164176,O‘rtacha,Ha,Ha,1.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),402,Faol / Sodiq,Faol / Sodiq,647781.4700000001,Oltin (Tier 2)
UZB102365,Axmedov Vali,Erkak,1980-08-29,45,45-54,Toshkent shahri,Yunusobod,998913000000.0,vali.axmedo37@inbox.uz,2021-10-04,59,Uzoq muddatli (3+ yil),Milliy bank,Filial-042,Retail,O‘rta,Ishlab chiqarish,Ajrashgan,6834044,O‘rta (3-7 mln),615,O‘rta (500-649),11279584,Ha,1106806,Avtokredit,20.4,6.0,2.7,Yo‘q,0,2,Plastik karta,UnionPay,19,13777928,Faol,Ha,Ha,14.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),403,Faol / Sodiq,Faol / Sodiq,1522942.1600000001,Platina (Tier 1)
UZB102921,Tursunova Laylo,Ayol,1967-10-27,58,55+,Toshkent shahri,Yakkasaroy,998331000000.0,laylo.tursun96@umail.uz,2020-09-23,72,Uzoq muddatli (3+ yil),Milliy bank,Filial-010,VIP,Oliy,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,2542012,Past (< 3 mln),592,O‘rta (500-649),276873,Yo‘q,0,,,,0.0,Yo‘q,0,1,Mikroqarz,Humo,8,1019314,Faol,Yo‘q,Ha,24.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,288431.13,Oddiy (Tier 3)
UZB101130,Aliyeva Umida,Ayol,1973-08-07,53,45-54,Toshkent shahri,Yakkasaroy,998335000000.0,umida.aliyev67@gmail.com,2021-04-22,65,Uzoq muddatli (3+ yil),Xalq banki,Filial-051,Retail,O‘rta maxsus,Qurilish,Bo‘ydoq,3719706,O‘rta (3-7 mln),557,O‘rta (500-649),229707,Yo‘q,0,,,,0.0,Yo‘q,0,2,Iste’mol krediti,Mastercard Gold,5,981988,O‘rtacha,Ha,Yo‘q,5.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,403095.71,Oddiy (Tier 3)
UZB101131,Kamolova Aziza,Ayol,1989-04-09,37,35-44,Toshkent shahri,Shayxontohur,998954000000.0,aziza.kamolo57@inbox.uz,2025-01-30,19,O‘rta (1-3 yil),Qishloq qurilish bank,Filial-074,Retail,Oliy,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,3671541,O‘rta (3-7 mln),643,O‘rta (500-649),1086013,Yo‘q,0,,,,0.0,Ha,3052170,1,Iste’mol krediti,Mastercard Gold,10,33096014,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,1083375.03,Platina (Tier 1)
UZB101135,Toshmatova Madina,Ayol,1989-12-21,36,35-44,Toshkent shahri,Sergeli,998958000000.0,madina.toshma75@inbox.uz,2026-03-24,5,Yangi (<1 yil),Agrobank,Filial-032,Retail,O‘rta,Ishlab chiqarish,Beva,8261900,Yuqori (7-15 mln),767,A’lo (750+),3570572,Yo‘q,0,,,,0.0,Ha,3995255,1,Biznes krediti,Humo,11,1135482,Faol,Ha,Ha,0.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,1027428.24,Oltin (Tier 2)
UZB101122,Umarova Lola,Ayol,1992-01-12,34,25-34,Toshkent shahri,Yunusobod,998954000000.0,lola.umarov95@gmail.com,2019-10-05,83,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-036,Retail,Magistr,Savdo,Uylangan/Turmushga chiqqan,2340158,Past (< 3 mln),544,O‘rta (500-649),797931,Yo‘q,0,,,,0.0,Ha,16981949,4,Plastik karta,Visa Classic,9,2859405,Faol,Ha,Ha,9.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,331100.45,Oddiy (Tier 3)
UZB101139,Latipov Bahrom,Erkak,1996-02-21,30,25-34,Toshkent shahri,Yakkasaroy,998935000000.0,bahrom.latipo47@yandex.ru,2023-04-04,41,Uzoq muddatli (3+ yil),Xalq banki,Filial-032,Retail,Bakalavr,Savdo,Bo‘ydoq,3329532,O‘rta (3-7 mln),602,O‘rta (500-649),604466,Yo‘q,0,,,,0.0,Yo‘q,0,1,Kredit kartasi,Visa Classic,8,1814011,Faol,Ha,Ha,32.0,Raqamli,Past,Qisman,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,399456.72,Oddiy (Tier 3)
UZB101140,Kamolov Jamshid,Erkak,1978-11-22,47,45-54,Toshkent shahri,Uchtepa,998905000000.0,jamshid.kamolo69@gmail.com,2021-08-28,60,Uzoq muddatli (3+ yil),Aloqabank,Filial-009,Retail,Oliy,Sog‘liqni saqlash,Bo‘ydoq,5775253,O‘rta (3-7 mln),508,O‘rta (500-649),474257,Yo‘q,0,,,,0.0,Ha,23032876,3,Overdraft,UnionPay,6,870868,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,618655.51,Oltin (Tier 2)
UZB101145,Olimova Sevara,Ayol,1987-08-08,39,35-44,Toshkent shahri,Yunusobod,998937000000.0,sevara.olimov75@yandex.ru,2022-05-05,52,Uzoq muddatli (3+ yil),Universal bank,Filial-035,Mass,Bakalavr,Energetika,Uylangan/Turmushga chiqqan,9175840,Yuqori (7-15 mln),417,Yomon (<500),320884,Yo‘q,0,,,,0.0,Yo‘q,0,2,Ipoteка,Visa Classic,5,474669,O‘rtacha,Ha,Yo‘q,3.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,943121.58,Oltin (Tier 2)
UZB101147,Zokirov Kamol,Erkak,2000-12-10,25,25-34,Toshkent shahri,Yunusobod,998902000000.0,kamol.zokiro35@inbox.uz,2024-03-11,29,O‘rta (1-3 yil),Aloqabank,Filial-034,VIP,Oliy,IT/Texnologiya,Bo‘ydoq,6046530,O‘rta (3-7 mln),565,O‘rta (500-649),684240,Yo‘q,0,,,,0.0,Ha,4190122,3,Avtokredit,Visa Classic,6,3087504,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,700615.08,Oltin (Tier 2)
UZB101169,Kamolova Iroda,Ayol,1986-06-03,40,35-44,Toshkent shahri,Yakkasaroy,998979000000.0,iroda.kamolo44@umail.uz,2023-05-11,40,Uzoq muddatli (3+ yil),InFinBank,Filial-056,Retail,Magistr,Xizmat ko‘rsatish,Ajrashgan,5918391,O‘rta (3-7 mln),467,Yomon (<500),3049504,Yo‘q,0,,,,0.0,Ha,14262783,4,Omonat,Uzcard,6,4038327,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,825080.8400000001,Oltin (Tier 2)
UZB101112,Mirzayev Sardor,Erkak,1975-12-02,50,45-54,Toshkent shahri,Yunusobod,998914000000.0,sardor.mirzay71@gmail.com,2019-09-17,84,Uzoq muddatli (3+ yil),Agrobank,Filial-043,SME,O‘rta maxsus,Davlat xizmati,Ajrashgan,2827200,Past (< 3 mln),837,A’lo (750+),1909988,Yo‘q,0,,,,0.0,Yo‘q,0,2,Iste’mol krediti,Visa Gold,11,11513539,Faol,Ha,Yo‘q,32.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,608490.18,Oddiy (Tier 3)
UZB101175,Abdullayeva Feruza,Ayol,1970-02-08,56,55+,Toshkent shahri,Olmazor,998907000000.0,feruza.abdull68@inbox.uz,2020-04-21,77,Uzoq muddatli (3+ yil),Trastbank,Filial-074,Retail,O‘rta,Turizm,Bo‘ydoq,2771498,Past (< 3 mln),567,O‘rta (500-649),2311006,Yo‘q,0,,,,0.0,Ha,17779612,1,Muddatli depozit,Visa Classic,10,1516299,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,423026.07999999996,Oddiy (Tier 3)
UZB101107,Valiyev Vali,Erkak,1991-09-25,34,25-34,Toshkent shahri,Yunusobod,998336000000.0,vali.valiye23@mail.ru,2019-11-19,82,Uzoq muddatli (3+ yil),Universal bank,Filial-059,Retail,O‘rta maxsus,Energetika,Uylangan/Turmushga chiqqan,2707632,Past (< 3 mln),648,O‘rta (500-649),8098886,Yo‘q,0,,,,0.0,Ha,2365217,3,Plastik karta,UnionPay,12,3516835,Faol,Ha,Yo‘q,22.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,746044.2,Oltin (Tier 2)
UZB101182,Kamolova Oydin,Ayol,2008-08-20,18,18-24,Toshkent shahri,Chilonzor,998952000000.0,oydin.kamolo22@gmail.com,2020-08-07,73,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-057,Retail,Oliy,Qurilish,Uylangan/Turmushga chiqqan,2173747,Past (< 3 mln),547,O‘rta (500-649),1828259,Yo‘q,0,,,,0.0,Ha,475704,1,Iste’mol krediti,Mastercard Standard,3,1301193,O‘rtacha,Ha,Ha,0.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),404,Faol / Sodiq,Faol / Sodiq,334811.51,Oddiy (Tier 3)
