mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz
UZB103606,Ergasheva Hilola,Ayol,8/31/2007,18,18-24,Toshkent shahri,Olmazor,998915000000.00,hilola.ergash10@inbox.uz,3/8/2024,30,O‘rta (1-3 yil),Davr bank,Filial-063,Mass,Oliy,O‘zini o‘zi band qilgan,Bo‘ydoq,4989674,O‘rta (3-7 mln),659,Yaxshi (650-749),3365544,Yo‘q,0,,,,0,Yo‘q,0,2,Avtokredit,Mastercard Standard,8,3490256,Faol,Yo‘q,Ha,4,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103607,Normatova Barno,Ayol,4/18/1983,43,35-44,Toshkent shahri,Mirzo Ulug‘bek,998946000000.00,barno.normat52@gmail.com,8/31/2018,97,Uzoq muddatli (3+ yil),Agrobank,Filial-055,Mass,O‘rta maxsus,Ishlab chiqarish,Bo‘ydoq,8138005,Yuqori (7-15 mln),580,O‘rta (500-649),7892093,Yo‘q,0,,,,0,Yo‘q,0,1,Overdraft,Visa Classic,25,4776938,Juda faol,Ha,Ha,2,Raqamli,Past,Kutilmoqda,Yo‘q,0,Agent,Ha
UZB103608,Normatov Laziz,Erkak,2/15/1975,51,45-54,Farg‘ona,Rishton,998938000000.00,laziz.normat93@mail.ru,11/11/2025,9,Yangi (<1 yil),Davr bank,Filial-041,Mass,PhD,IT/Texnologiya,Bo‘ydoq,5791708,O‘rta (3-7 mln),514,O‘rta (500-649),1222307,Yo‘q,0,,,,0,Ha,14886220,1,Omonat,Mastercard Standard,3,1002163,O‘rtacha,Ha,Ha,6,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB103609,Olimova Shahnoza,Ayol,4/28/1976,50,45-54,Toshkent viloyati,Nurafshon,998884000000.00,shahnoza.olimov69@gmail.com,12/15/2021,57,Uzoq muddatli (3+ yil),Trastbank,Filial-006,Retail,Oliy,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,10965531,Yuqori (7-15 mln),493,Yomon (<500),6125149,Ha,31477404,Biznes krediti,18.8,24,12,Ha,23029450,4,Omonat,Visa Gold,18,2162932,Faol,Yo‘q,Ha,39,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103610,Saidova Asal,Ayol,7/18/1984,42,35-44,Toshkent shahri,Mirzo Ulug‘bek,998938000000.00,asal.saidov27@umail.uz,4/11/2024,28,O‘rta (1-3 yil),Milliy bank,Filial-059,Retail,Magistr,Savdo,Uylangan/Turmushga chiqqan,11011143,Yuqori (7-15 mln),692,Yaxshi (650-749),908989,Yo‘q,0,,,,0,Yo‘q,0,2,Biznes krediti,Mastercard Gold,7,2367913,O‘rtacha,Ha,Yo‘q,3,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103611,Mamatova Sevara,Ayol,5/31/1968,58,55+,Toshkent shahri,Chilonzor,998973000000.00,sevara.mamato97@gmail.com,12/15/2022,45,Uzoq muddatli (3+ yil),Aloqabank,Filial-052,Retail,O‘rta,Transport,Uylangan/Turmushga chiqqan,2827012,Past (< 3 mln),606,O‘rta (500-649),3577329,Ha,9026210,Kredit kartasi,26.5,60,5.3,Ha,6991133,2,Avtokredit,UnionPay,8,1512635,Faol,Ha,Ha,3,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103612,Tursunov Aziz,Erkak,6/9/1982,44,35-44,Toshkent shahri,Yunusobod,998974000000.00,aziz.tursun23@umail.uz,11/4/2023,34,O‘rta (1-3 yil),Orient Finans bank,Filial-055,SME,Bakalavr,Energetika,Uylangan/Turmushga chiqqan,23827463,Juda yuqori (15+ mln),617,O‘rta (500-649),6226921,Yo‘q,0,,,,0,Ha,992327,4,Overdraft,Visa Gold,20,31318869,Juda faol,Ha,Ha,1,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103613,Abdullayev Lutfulla,Erkak,9/23/1986,39,35-44,Toshkent shahri,Yakkasaroy,998976000000.00,lutfulla.abdull48@mail.ru,11/24/2018,94,Uzoq muddatli (3+ yil),Agrobank,Filial-009,Retail,Oliy,Turizm,Uylangan/Turmushga chiqqan,1760834,Past (< 3 mln),847,A’lo (750+),7784750,Yo‘q,0,,,,0,Ha,760891,3,Ipoteка,Visa Classic,18,3175027,Faol,Ha,Ha,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103614,Juraev Davron,Erkak,6/25/1988,38,35-44,Farg‘ona,Rishton,998914000000.00,davron.juraev33@gmail.com,1/9/2024,32,O‘rta (1-3 yil),Xalq banki,Filial-067,Retail,Magistr,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,7327756,Yuqori (7-15 mln),522,O‘rta (500-649),10251835,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Visa Classic,18,6185295,Faol,Ha,Ha,16,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103615,Juraev G‘afur,Erkak,4/28/1982,44,35-44,Buxoro,Kogon,998916000000.00,g‘afur.juraev69@mail.ru,6/22/2021,63,Uzoq muddatli (3+ yil),Kapitalbank,Filial-002,SME,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,3396167,O‘rta (3-7 mln),728,Yaxshi (650-749),6656363,Ha,29173507,Biznes krediti,18.6,24,35.8,Ha,1484878,3,Biznes krediti,Visa Gold,11,1701169,Faol,Ha,Yo‘q,0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103616,Rasulova Fotima,Ayol,6/18/1999,27,25-34,Namangan,Chortoq,998978000000.00,fotima.rasulo70@gmail.com,4/8/2025,16,O‘rta (1-3 yil),Xalq banki,Filial-048,Mass,O‘rta maxsus,Savdo,Uylangan/Turmushga chiqqan,3744580,O‘rta (3-7 mln),618,O‘rta (500-649),2447491,Yo‘q,0,,,,0,Yo‘q,0,5,Kredit kartasi,Visa Classic,4,692461,O‘rtacha,Ha,Ha,9,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB103617,Qodirova Dilfuza,Ayol,1/3/1963,63,55+,Toshkent shahri,Yakkasaroy,998906000000.00,dilfuza.qodiro42@inbox.uz,1/25/2020,80,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-062,Retail,Oliy,Transport,Bo‘ydoq,2200151,Past (< 3 mln),601,O‘rta (500-649),3139952,Yo‘q,0,,,,0,Ha,1369581,2,Omonat,Mastercard Standard,12,15059337,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103618,Axmedov Mirzo,Erkak,6/2/2002,24,18-24,Farg‘ona,Rishton,998960000000.00,mirzo.axmedo80@gmail.com,3/23/2024,29,O‘rta (1-3 yil),Kapitalbank,Filial-016,SME,O‘rta maxsus,Ta’lim,Bo‘ydoq,7390928,Yuqori (7-15 mln),792,A’lo (750+),1036568,Ha,8193136,Iste’mol krediti,19.5,18,6.2,Yo‘q,0,2,Overdraft,Humo,13,4452846,Faol,Ha,Ha,17,Raqamli,Past,Kutilmoqda,Yo‘q,0,Partner,Ha
UZB103619,Sultonova Iroda,Ayol,8/29/1971,54,45-54,Samarqand,Kattaqo‘rg‘on,998882000000.00,iroda.sulton85@yandex.ru,5/8/2022,52,Uzoq muddatli (3+ yil),Trastbank,Filial-041,Retail,Magistr,Turizm,Ajrashgan,5588690,O‘rta (3-7 mln),642,O‘rta (500-649),3200008,Ha,32351293,Avtokredit,19.5,48,12.1,Yo‘q,0,2,Biznes krediti,Humo,11,10023619,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103620,Ismoilov Rustam,Erkak,8/2/1976,50,45-54,Andijon,Asaka,998339000000.00,rustam.ismoil55@umail.uz,3/17/2022,54,Uzoq muddatli (3+ yil),InFinBank,Filial-040,SME,Magistr,Sog‘liqni saqlash,Bo‘ydoq,4610475,O‘rta (3-7 mln),625,O‘rta (500-649),3070053,Yo‘q,0,,,,0,Ha,3105283,3,Kredit kartasi,Humo,7,768771,O‘rtacha,Ha,Yo‘q,0,Raqamli,Past,Qisman,Yo‘q,0,Veb-sayt,Ha
UZB103621,Abdullayeva Dildora,Ayol,11/15/1983,42,35-44,Toshkent shahri,Yakkasaroy,998943000000.00,dildora.abdull26@umail.uz,10/22/2018,95,Uzoq muddatli (3+ yil),Milliy bank,Filial-062,Retail,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),635,O‘rta (500-649),1213640,Yo‘q,0,,,,0,Yo‘q,0,2,Biznes krediti,UnionPay,11,1172340,Faol,Ha,Yo‘q,19,Raqamli,Past,Kutilmoqda,Yo‘q,0,Agent,Ha
UZB103622,Usmonova Rayhon,Ayol,12/6/1990,35,35-44,Buxoro,G‘ijduvon,998932000000.00,rayhon.usmono18@umail.uz,1/8/2026,7,Yangi (<1 yil),Asaka bank,Filial-015,Retail,O‘rta maxsus,Ta’lim,Uylangan/Turmushga chiqqan,10282634,Yuqori (7-15 mln),644,O‘rta (500-649),1620388,Ha,14527481,Kredit kartasi,28.9,24,5.9,Yo‘q,0,1,Muddatli depozit,Uzcard,7,6707792,O‘rtacha,Ha,Yo‘q,11,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB103623,Umarov Jamshid,Erkak,1/3/1989,37,35-44,Navoiy,Zarafshon,998890000000.00,jamshid.umarov88@gmail.com,5/15/2019,88,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-032,Retail,O‘rta,Ishlab chiqarish,Bo‘ydoq,3609491,O‘rta (3-7 mln),629,O‘rta (500-649),8873659,Ha,2749090,Biznes krediti,19.7,24,3.2,Yo‘q,0,3,Biznes krediti,Visa Gold,27,3140384,Juda faol,Ha,Ha,10,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103624,Aliyeva Fotima,Ayol,4/6/1975,51,45-54,Toshkent shahri,Shayxontohur,998933000000.00,fotima.aliyev89@umail.uz,1/27/2021,67,Uzoq muddatli (3+ yil),Turonbank,Filial-001,Retail,Bakalavr,Ta’lim,Uylangan/Turmushga chiqqan,2073020,Past (< 3 mln),533,O‘rta (500-649),557940,Yo‘q,0,,,,0,Ha,307556,2,Mikroqarz,Humo,10,1129034,Faol,Ha,Ha,11,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB103625,Zokirov Dilshod,Erkak,5/15/1982,44,35-44,Toshkent shahri,Yunusobod,998936000000.00,dilshod.zokiro41@inbox.uz,7/10/2020,74,Uzoq muddatli (3+ yil),Aloqabank,Filial-022,SME,Oliy,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,5956302,O‘rta (3-7 mln),729,Yaxshi (650-749),2560819,Yo‘q,0,,,,0,Ha,3937925,1,Plastik karta,Visa Gold,8,306649,Faol,Ha,Ha,8,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103626,Mamatova Zarina,Ayol,2/22/1994,32,25-34,Namangan,Pop,998906000000.00,zarina.mamato84@yandex.ru,7/21/2021,62,Uzoq muddatli (3+ yil),Turonbank,Filial-034,Retail,Oliy,Transport,Uylangan/Turmushga chiqqan,3738290,O‘rta (3-7 mln),574,O‘rta (500-649),1253107,Ha,2837615,Mikroqarz,18.5,48,1.6,Yo‘q,0,2,Biznes krediti,Humo,12,2178389,Faol,Ha,Yo‘q,8,Raqamli,O‘rta,Qisman,Yo‘q,0,Call-center,Ha
UZB103627,Zokirov Lutfulla,Erkak,12/6/1993,32,25-34,Namangan,Namangan shahri,998939000000.00,lutfulla.zokiro63@gmail.com,11/19/2025,9,Yangi (<1 yil),Kapitalbank,Filial-023,Retail,Magistr,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,18806623,Juda yuqori (15+ mln),634,O‘rta (500-649),1557932,Yo‘q,0,,,,0,Yo‘q,0,3,Mikroqarz,Uzcard,7,9962431,O‘rtacha,Ha,Yo‘q,16,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha
UZB103628,Nazarov Karim,Erkak,5/11/1995,31,25-34,Toshkent shahri,Olmazor,998337000000.00,karim.nazaro39@inbox.uz,4/27/2020,77,Uzoq muddatli (3+ yil),Agrobank,Filial-066,Retail,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,5334100,O‘rta (3-7 mln),590,O‘rta (500-649),11185484,Yo‘q,0,,,,0,Yo‘q,0,3,Mikroqarz,Mastercard Standard,21,1602990,Juda faol,Ha,Yo‘q,9,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103629,Valiyev Lutfulla,Erkak,11/5/1972,53,45-54,Buxoro,Kogon,998977000000.00,lutfulla.valiye91@umail.uz,3/21/2025,17,O‘rta (1-3 yil),Aloqabank,Filial-076,VIP,O‘rta,Qurilish,Uylangan/Turmushga chiqqan,6088051,O‘rta (3-7 mln),546,O‘rta (500-649),682187,Yo‘q,0,,,,0,Yo‘q,0,2,Mikroqarz,Humo,6,1111356,O‘rtacha,Ha,Ha,4,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103630,Ismoilova Rayhon,Ayol,1/17/1992,34,25-34,Samarqand,Kattaqo‘rg‘on,998334000000.00,rayhon.ismoil45@inbox.uz,8/10/2025,12,O‘rta (1-3 yil),Aloqabank,Filial-071,Retail,O‘rta maxsus,Savdo,Uylangan/Turmushga chiqqan,7767383,Yuqori (7-15 mln),534,O‘rta (500-649),3027937,Yo‘q,0,,,,0,Yo‘q,0,3,Omonat,Humo,5,1793754,O‘rtacha,Ha,Yo‘q,14,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB103631,Ismoilov Anvar,Erkak,3/21/1992,34,25-34,Sirdaryo,Sirdaryo,998931000000.00,anvar.ismoil73@gmail.com,8/8/2022,49,Uzoq muddatli (3+ yil),Anorbank,Filial-059,Retail,O‘rta,Savdo,Uylangan/Turmushga chiqqan,13400184,Yuqori (7-15 mln),649,O‘rta (500-649),1355443,Yo‘q,0,,,,0,Yo‘q,0,1,Muddatli depozit,Mastercard Gold,11,1944032,Faol,Ha,Yo‘q,12,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103632,Latipova Umida,Ayol,3/15/1979,47,45-54,Toshkent shahri,Uchtepa,998958000000.00,umida.latipo69@gmail.com,12/6/2023,33,O‘rta (1-3 yil),Anorbank,Filial-030,Retail,Oliy,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,2835913,Past (< 3 mln),685,Yaxshi (650-749),4936236,Ha,6824843,Iste’mol krediti,19.5,60,4,Ha,3124997,3,Avtokredit,UnionPay,9,1108707,Faol,Ha,Ha,31,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB103633,Axmedov Hasan,Erkak,3/20/2008,18,18-24,Toshkent shahri,Chilonzor,998946000000.00,hasan.axmedo44@gmail.com,2/9/2024,30,O‘rta (1-3 yil),Trastbank,Filial-069,SME,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,8185913,Yuqori (7-15 mln),568,O‘rta (500-649),926871,Ha,191616974,Kredit kartasi,22.2,12,195.1,Ha,2649583,1,Omonat,Humo,8,2475272,Faol,Ha,Ha,11,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103634,Toshmatov Vali,Erkak,3/20/1967,59,55+,Farg‘ona,Marg‘ilon,998886000000.00,vali.toshma25@inbox.uz,3/4/2019,91,Uzoq muddatli (3+ yil),Hamkorbank,Filial-066,Corporate,Oliy,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,4147518,O‘rta (3-7 mln),654,Yaxshi (650-749),231763,Yo‘q,0,,,,0,Ha,771211,3,Plastik karta,Visa Classic,9,1300822,Faol,Ha,Yo‘q,19,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103635,Xolmatova To‘lganoy,Ayol,10/11/1980,45,45-54,Toshkent shahri,Uchtepa,999000000000.00,to‘lganoy.xolmat67@umail.uz,3/4/2019,91,Uzoq muddatli (3+ yil),Milliy bank,Filial-034,Mass,Magistr,Turizm,Uylangan/Turmushga chiqqan,19310019,Juda yuqori (15+ mln),682,Yaxshi (650-749),1534013,Ha,33364207,Mikroqarz,26.3,48,3.6,Yo‘q,0,2,Mikroqarz,Mastercard Gold,11,11570993,Faol,Ha,Yo‘q,4,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103636,Sultonova Umida,Ayol,11/28/1978,47,45-54,Toshkent viloyati,Nurafshon,998904000000.00,umida.sulton99@umail.uz,3/18/2023,41,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-032,Mass,Oliy,Energetika,Uylangan/Turmushga chiqqan,13171226,Yuqori (7-15 mln),624,O‘rta (500-649),3543189,Yo‘q,0,,,,0,Ha,2660524,4,Overdraft,Visa Gold,11,6079558,Faol,Yo‘q,Ha,4,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB103637,Karimova Gulnora,Ayol,11/17/1993,32,25-34,Navoiy,Uchquduq,998958000000.00,gulnora.karimo72@umail.uz,11/1/2022,46,Uzoq muddatli (3+ yil),Agrobank,Filial-041,Mass,O‘rta maxsus,Davlat xizmati,Ajrashgan,14405862,Yuqori (7-15 mln),661,Yaxshi (650-749),1676664,Ha,5846750,Mikroqarz,31.4,6,6.8,Ha,5150049,2,Kredit kartasi,Visa Gold,13,3244358,Faol,Ha,Ha,7,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB103638,Xolmatova Barno,Ayol,6/7/2004,22,18-24,Toshkent shahri,Yunusobod,998903000000.00,barno.xolmat60@umail.uz,3/8/2020,78,Uzoq muddatli (3+ yil),Turonbank,Filial-040,Retail,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,11723629,Yuqori (7-15 mln),596,O‘rta (500-649),6513856,Ha,10035813,Ipoteка,18.2,36,2.4,Yo‘q,0,2,Muddatli depozit,Visa Classic,14,3455191,Faol,Ha,Ha,1,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103639,Zokirova To‘lganoy,Ayol,4/30/1981,45,45-54,Andijon,Asaka,998935000000.00,to‘lganoy.zokiro61@mail.ru,8/2/2026,0,Yangi (<1 yil),Trastbank,Filial-057,Mass,Oliy,Bank/Moliya,Bo‘ydoq,3820538,O‘rta (3-7 mln),536,O‘rta (500-649),17290317,Yo‘q,0,,,,0,Yo‘q,0,2,Omonat,Uzcard,28,10837994,Juda faol,Yo‘q,Yo‘q,,An’anaviy,Past,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha
UZB103640,Rasulov Yusuf,Erkak,5/5/1995,31,25-34,Namangan,Pop,998911000000.00,yusuf.rasulo86@inbox.uz,11/30/2022,45,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-017,VIP,Oliy,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,10576869,Yuqori (7-15 mln),684,Yaxshi (650-749),134358,Yo‘q,0,,,,0,Yo‘q,0,2,Overdraft,Mastercard Standard,7,1783841,O‘rtacha,Yo‘q,Ha,5,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB103641,Xolmatova Dilfuza,Ayol,11/26/2003,22,18-24,Namangan,Namangan shahri,998958000000.00,dilfuza.xolmat11@yandex.ru,2/17/2023,42,Uzoq muddatli (3+ yil),Asaka bank,Filial-013,VIP,O‘rta maxsus,Ta’lim,Bo‘ydoq,4305982,O‘rta (3-7 mln),523,O‘rta (500-649),790725,Ha,4406035,Iste’mol krediti,22.2,18,5.7,Yo‘q,0,1,Biznes krediti,Visa Gold,6,2682365,O‘rtacha,Ha,Yo‘q,4,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103642,Ibragimova Iqbol,Ayol,2/7/1987,39,35-44,Qashqadaryo,Shahrisabz,998338000000.00,iqbol.ibragi97@yandex.ru,2/25/2026,6,Yangi (<1 yil),Universal bank,Filial-025,Retail,O‘rta maxsus,Savdo,Bo‘ydoq,14801275,Yuqori (7-15 mln),462,Yomon (<500),588334,Yo‘q,0,,,,0,Yo‘q,0,2,Plastik karta,Humo,8,2005199,Faol,Ha,Ha,5,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB103643,Juraev G‘afur,Erkak,4/16/1983,43,35-44,Xorazm,Xiva,998946000000.00,g‘afur.juraev22@umail.uz,3/12/2026,5,Yangi (<1 yil),Kapitalbank,Filial-080,Retail,O‘rta maxsus,Bank/Moliya,Bo‘ydoq,4506147,O‘rta (3-7 mln),477,Yomon (<500),1692982,Ha,37152925,Avtokredit,18.7,12,68.7,Yo‘q,0,2,Overdraft,Mastercard Gold,7,5033782,O‘rtacha,Ha,Yo‘q,0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB103644,Mirzayeva Barno,Ayol,9/13/2007,18,18-24,Samarqand,Kattaqo‘rg‘on,998888000000.00,barno.mirzay61@umail.uz,2/28/2026,5,Yangi (<1 yil),Davr bank,Filial-073,Retail,O‘rta,Davlat xizmati,Uylangan/Turmushga chiqqan,20999077,Juda yuqori (15+ mln),581,O‘rta (500-649),731691,Ha,5796073,Ipoteка,19.7,24,1.2,Yo‘q,0,3,Mikroqarz,Humo,8,1806393,Faol,Ha,Yo‘q,22,Raqamli,Past,Qisman,Yo‘q,0,Filial,Ha
UZB103645,Toshmatov Farrux,Erkak,1/31/2004,22,18-24,Surxondaryo,Termiz,998994000000.00,farrux.toshma96@yandex.ru,8/11/2026,0,Yangi (<1 yil),Ipoteka-bank,Filial-050,Mass,Magistr,Turizm,Uylangan/Turmushga chiqqan,6706923,O‘rta (3-7 mln),589,O‘rta (500-649),7285026,Ha,41180735,Ipoteка,19.5,18,34.1,Yo‘q,0,3,Mikroqarz,Mastercard Gold,16,12370176,Faol,Ha,Yo‘q,9,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103646,Yusupova Jasmina,Ayol,12/4/1979,46,45-54,Navoiy,Zarafshon,998996000000.00,jasmina.yusupo46@mail.ru,2/3/2024,31,O‘rta (1-3 yil),Davr bank,Filial-012,SME,O‘rta maxsus,Qishloq xo‘jaligi,Bo‘ydoq,7432244,Yuqori (7-15 mln),522,O‘rta (500-649),6237541,Yo‘q,0,,,,0,Yo‘q,0,1,Kredit kartasi,Uzcard,19,16754008,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103647,Xolmatov Davron,Erkak,2/12/2005,21,18-24,Samarqand,Urgut,998903000000.00,davron.xolmat50@gmail.com,7/17/2021,62,Uzoq muddatli (3+ yil),Anorbank,Filial-069,Corporate,Oliy,Ta’lim,Bo‘ydoq,2997941,Past (< 3 mln),489,Yomon (<500),958139,Ha,2878569,Kredit kartasi,20.6,6,16,Ha,13236298,3,Biznes krediti,Visa Classic,9,4136979,Faol,Ha,Yo‘q,7,Raqamli,Past,Kutilmoqda,Yo‘q,0,Partner,Ha
UZB103648,Mirzayeva Sevara,Ayol,5/29/1968,58,55+,Namangan,Chortoq,998915000000.00,sevara.mirzay63@inbox.uz,9/20/2025,11,Yangi (<1 yil),Agrobank,Filial-063,Retail,Oliy,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,6016191,O‘rta (3-7 mln),629,O‘rta (500-649),6178105,Yo‘q,0,,,,0,Yo‘q,0,1,Muddatli depozit,Visa Gold,23,11149301,Juda faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103649,Latipova Shahnoza,Ayol,11/15/1973,52,45-54,Surxondaryo,Sherobod,998914000000.00,shahnoza.latipo82@yandex.ru,11/15/2020,70,Uzoq muddatli (3+ yil),Agrobank,Filial-048,Mass,O‘rta,Qurilish,Ajrashgan,2670446,Past (< 3 mln),530,O‘rta (500-649),2939410,Yo‘q,0,,,,0,Yo‘q,0,1,Iste’mol krediti,Mastercard Gold,7,4649134,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103650,Umarov Farhod,Erkak,1/26/2008,18,18-24,Toshkent viloyati,Yangiyo‘l,998918000000.00,farhod.umarov64@yandex.ru,3/29/2022,53,Uzoq muddatli (3+ yil),Kapitalbank,Filial-011,Retail,O‘rta,Davlat xizmati,Ajrashgan,5573039,O‘rta (3-7 mln),501,O‘rta (500-649),4968952,Yo‘q,0,,,,0,Ha,1065847,1,Iste’mol krediti,Uzcard,7,3005076,O‘rtacha,Ha,Ha,9,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB103651,Zokirov Lutfulla,Erkak,8/27/1993,32,25-34,Buxoro,G‘ijduvon,998882000000.00,lutfulla.zokiro49@umail.uz,3/16/2020,78,Uzoq muddatli (3+ yil),Anorbank,Filial-008,Mass,Magistr,IT/Texnologiya,Uylangan/Turmushga chiqqan,2804126,Past (< 3 mln),654,Yaxshi (650-749),722143,Yo‘q,0,,,,0,Ha,4824972,3,Plastik karta,UnionPay,7,1826738,O‘rtacha,Ha,Ha,26,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB103652,Nazarov Eldor,Erkak,9/24/1971,54,45-54,Jizzax,Zomin,998338000000.00,eldor.nazaro34@mail.ru,3/23/2023,41,Uzoq muddatli (3+ yil),Hamkorbank,Filial-022,Mass,Bakalavr,Davlat xizmati,Bo‘ydoq,1500000,Past (< 3 mln),636,O‘rta (500-649),5535675,Ha,21391551,Iste’mol krediti,21.7,60,23.8,Ha,5041184,4,Omonat,Visa Classic,21,16730415,Juda faol,Ha,Yo‘q,6,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB103653,Ismoilova Dilfuza,Ayol,9/4/1978,47,45-54,Qashqadaryo,Kitob,998938000000.00,dilfuza.ismoil75@umail.uz,7/19/2024,25,O‘rta (1-3 yil),Qishloq qurilish bank,Filial-060,SME,Oliy,Transport,Ajrashgan,2614199,Past (< 3 mln),706,Yaxshi (650-749),3183123,Ha,148630495,Biznes krediti,30.5,60,94.8,Yo‘q,0,5,Ipoteка,Mastercard Standard,9,1610140,Faol,Ha,Ha,38,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
